UM Physics  235 Midterm 1 Winter 12 Problem 01,1,https://docs.google.com/document/d/1Zbhj96BsIuTDeDeQ87ypHrLWjgc8pqXL9MWr0iys7gQ/pub,3,5
UM Physics 235 Midterm 3 Winter 12 Problem 02,3,https://docs.google.com/document/d/1HIceg6ZMMHlKJ9s2COQjaFihD0rzeZtd-K29YMLJivw/pub,3,5
UM Physics 235 Midterm 3 Winter 12 Problem 03,3,https://docs.google.com/document/d/1y24ocQ-a_RR8M6yW2QM3Txnkd7XxEEIrAtw0OrsjMY4/pub,2,5
UM Physics 235 Midterm 3 Winter 12 Problem 04,3,https://docs.google.com/document/d/1QH0_4NR3NGatZybFQXCs4Tni76usD6Pw6X7LHWeeMnc/pub,4,5
UM Physics 235 Midterm 3 Winter 12 Problem 05,3,https://docs.google.com/document/d/1BXLLOtXdXnfXz-GR7upXwUKrQz5A1VSWJU6IbL5jfv4/pub,5,5
UM Physics 235 Midterm 3 Winter 12 Problem 06,3,https://docs.google.com/document/d/1rpFyaONTTdQLHyp10DOcMr7NlpAOibuTKujtDsgyAGo/pub,5,5
UM Physics 235 Midterm 3 Winter 12 Problem 07,3,https://docs.google.com/document/d/1ytHBnTLsCluUAWlcFVg0oN38EmzbWSeMhZI_6bv8cHE/pub,2,5
UM Physics 235 Midterm 3 Winter 12 Problem 08,3,https://docs.google.com/document/d/10nPf8JuJqpR8HAYePrGygFFKzF5z53Y52F-DEhq-d0Q/pub,2,5
UM Physics 235 Midterm 3 Winter 12 Problem 09,3,https://docs.google.com/document/d/19S0OFTI6hwfVAsIKSQ_3YXrVFZKsQDE82uaGQWMCubk/pub,3,5
UM Physics 235 Midterm 3 Winter 12 Problem 10,3,https://docs.google.com/document/d/1TVhMWvhW3dMZDh9GyfSXvNa5UOOxnbDF98n7YJTZCGo/pub,4,5
UM Physics 235 Midterm 3 Winter 12 Problem 11,3,https://docs.google.com/document/d/1aGWiXcVwJ09cT1b1awX4MBNDS2LCVp_bycjfdJmXlpU/pub,1,5
UM Physics 235 Midterm 3 Winter 12 Problem 12,3,https://docs.google.com/document/d/1oaatSOirrJJGOxrExN9_O7TwZaXC-M0DACZTNxcexJ4/pub,1,5
UM Physics 235 Midterm 3 Winter 12 Problem 13,3,https://docs.google.com/document/d/1EuzXdV57oK-EjFiYC61wI4c4Y8umhzieXjMVObCS_uA/pub,4,5
UM Physics 235 Midterm 3 Winter 12 Problem 14,3,https://docs.google.com/document/d/1wGjWSIuy71rUNmpaz5zNFb1zc5cWkFZNqGPYJbacdGs/pub,1,5
UM Physics 235 Midterm 3 Winter 12 Problem 15,3,https://docs.google.com/document/d/193xnCE6ojdIXb4YiZBBHh1XgnwOA6X34vVzrtvHd0Ng/pub,3,5
UM Physics 235 Midterm 3 Winter 12 Problem 16,3,https://docs.google.com/document/d/1tA8vqybvbKRUazArotnUSC6JfK0ogrpgk4_G70FVIfs/pub,3,5
UM Physics 235 Midterm 3 Winter 12 Problem 17,3,https://docs.google.com/document/d/1Xxhw9aZxTMLU7-WhSbhz5EqlHzMZbSVLFH-1hs5vwpo/pub,5,5
UM Physics 235 Midterm 3 Winter 12 Problem 18,3,https://docs.google.com/document/d/1HEazHgzKk2zm-U33L-ZFplokU8QlXC06w7tCUfOtFqs/pub,4,5
UM Physics 235 Midterm 3 Winter 12 Problem 19,3,https://docs.google.com/document/d/1_dG5SXs0kSW0XUFPDoS9vk5vdK543EJQyHW4JijNYtg/pub,3,5
UM Physics 235 Midterm 3 Winter 12 Problem 20,3,https://docs.google.com/document/d/1jcIeNtkUIHfEraNYCu_NQGxtppBCVcpxf2huUdJGK08/pub,1,5
UM Physics 235 Midterm 3 Winter 13 Problem 01,3,https://docs.google.com/document/d/1UfV5Tcr_LbwJUKuf_xtogwBe5xAzaUJ7jp03NIAjL74/pub,2,5
UM Physics 235 Midterm 3 Winter 13 Problem 02,3,https://docs.google.com/document/d/1VuivG7sWY3hX_O5m_uGMzONmxPgyLAivgO_ERei6oJ8/pub,4,5
UM Physics 235 Midterm 3 Winter 13 Problem 03,3,https://docs.google.com/document/d/1JNsVfl0_fYPFhBE6TAanuShcGlllN7fGSiS2ngnLeQ0/pub,5,5
UM Physics 235 Midterm 3 Winter 13 Problem 04,3,https://docs.google.com/document/d/1yo3T2y4JNryiCOu3VtWpxAaKT7vY9hClcPUIJOTBJuc/pub,5,5
UM Physics 235 Midterm 3 Winter 13 Problem 05,3,https://docs.google.com/document/d/1cnra47c9QrAEjv-RV15TrvNuZyPmtJLERyXKbMABwSE/pub,3,5
UM Physics 235 Midterm 3 Winter 13 Problem 06,3,https://docs.google.com/document/d/1S33Rv8nGfawtiA-FslZKTZvmxY9g2BJLI5wqYtiuD2A/pub,1,5
UM Physics 235 Midterm 3 Winter 13 Problem 07,3,https://docs.google.com/document/d/1UOy05-CNjASwILhbUywR20FoQJbDTvHL7FJCobMp9PQ/pub,2,5
UM Physics 235 Midterm 3 Winter 13 Problem 08,3,https://docs.google.com/document/d/1cemNsCZ3S0Mn4vzqtMPj35YEHm423zbipeY_Y7BIsvY/pub,2,5
UM Physics 235 Midterm 3 Winter 13 Problem 09,3,https://docs.google.com/document/d/1n-EIWGyQ0pykvYimG541wwTykS2y-kFUCWyt5yBk9_k/pub,4,5
UM Physics 235 Midterm 3 Winter 13 Problem 10,3,https://docs.google.com/document/d/13JrcCN0KGRv9MUAQuwUC6LGR2q9xm4XowA4qSi9KCsw/pub,4,5
UM Physics 235 Midterm 3 Winter 13 Problem 11,3,https://docs.google.com/document/d/1MmKQFcGoHRoGukDrEe2CbA1I8Ik_pkgNxdwniDgrGPw/pub,2,5
UM Physics 235 Midterm 3 Winter 13 Problem 12,3,https://docs.google.com/document/d/13f-rcuaUZMjxfjymG00qVOIc3fIctyB47TabFcohsZs/pub,3,5
UM Physics 235 Midterm 3 Winter 13 Problem 13,3,https://docs.google.com/document/d/160S_B7KUvW6ifsx-uqeCEwEXmiC3l7AHXsLpEjycnZg/pub,2,5
UM Physics 235 Midterm 3 Winter 13 Problem 14,3,https://docs.google.com/document/d/1kUOGS05Hk_pxgo6jNiDM7G_39z1DNkSA-zsjODy4C0Q/pub,3,5
UM Physics 235 Midterm 3 Winter 13 Problem 15,3,https://docs.google.com/document/d/1RJPscmHajejNVLhcqunbt2BL2HRXDg3Sx2-6eo_8iJk/pub,1,5
UM Physics 235 Midterm 3 Winter 13 Problem 16,3,https://docs.google.com/document/d/1g75qgzM7nCCraSNmEXHEsEtET4l3lr8IZ_LwBhoGv3U/pub,5,5
UM Physics 235 Midterm 3 Winter 13 Problem 17,3,https://docs.google.com/document/d/1cwszVmS2avUx1JDyvkUA7YauWlqaakALUpdd-5yM5VA/pub,2,5
UM Physics 235 Midterm 3 Winter 13 Problem 18,3,https://docs.google.com/document/d/1XsEeRPdkDJKbhyJHo5gs2Y047erVvRPlY5qcivyguJ4/pub,3,5
UM Physics 235 Midterm 3 Winter 13 Problem 19,3,https://docs.google.com/document/d/1pU8gP_YFwPznfmwEgWK00gCLLUvkpceEKK9rJlOT1EI/pub,5,5
UM Physics 235 Midterm 3 Winter 13 Problem 20,3,https://docs.google.com/document/d/1BthRLwMhLKgrxKFFKRogujiMmI5vLG4MrikUHQ1EhMY/pub,2,5
UM Physics 235 Final Fall 12 Problem 01,4,https://docs.google.com/document/d/1dtFxFAHgPRI5s_tUdbr8aFoaxpXR1p7V2MCBctUF5cM/pub,3,5
UM Physics 235 Final Fall 12 Problem 02,4,https://docs.google.com/document/d/1pXv5xZczIEEX30TCGWTNxmKVTBKWwN44hjrjyxF9MJc/pub,2,5
UM Physics 235 Final Fall 12 Problem 03,4,https://docs.google.com/document/d/1acGb3_di8anvmaLJyBmD8uoT3xU4K6CZ3RN_QL6DNbw/pub,4,5
UM Physics 235 Final Fall 12 Problem 04,4,https://docs.google.com/document/d/1QsRtIRjWEot9iRMYHGxhTDi7W5q3nrJhgy4RvVK05PY/pub,3,5
UM Physics 235 Final Fall 12 Problem 05,4,https://docs.google.com/document/d/1bB04jdzDqxXqM6RPBmJudEQ1WzRG4TJqmdZS426hrTg/pub,4,5
UM Physics 235 Final Fall 12 Problem 06,4,https://docs.google.com/document/d/1pmmfUURD3M_kiMS6b7xYFrByYouZxYsQcWBY5RjnEx0/pub,3,5
UM Physics 235 Final Fall 12 Problem 07,4,https://docs.google.com/document/d/1yDpbpZLDqCIZihUvV3rwuQb4Olsi4YQ150aJyrKZpBI/pub,3,5
UM Physics 235 Final Fall 12 Problem 08,4,https://docs.google.com/document/d/1jOJ0ufdJo9aPzvZTxL2vBH1TAPEbeyWRAo6YJNCmJ0g/pub,5,5
UM Physics 235 Final Fall 12 Problem 09,4,https://docs.google.com/document/d/117oJ6jBrHDWU5AcQDBXzMj5xUfowBxrk_vdHft-D_gU/pub,4,5
UM Physics 235 Final Fall 12 Problem 10,4,https://docs.google.com/document/d/17qZvx5Q4_0UvTMzUfGEYJ5X3ZTYf3ptK3n4EJaXBsH8/pub,2,5
UM Physics 235 Final Fall 12 Problem 11,4,https://docs.google.com/document/d/16AJcnjXZFIoK7KdLXXUNtjyf-gytUa3DVNylecQ4Ub8/pub,3,5
UM Physics 235 Final Fall 12 Problem 12,4,https://docs.google.com/document/d/1UrrsCdBQ7y6GUPAYFaWrRsWsuVlvyEKY84mMRU2Ew5U/pub,5,5
UM Physics 235 Final Fall 12 Problem 13,4,https://docs.google.com/document/d/1312HcCeRZgw7QmUTVDuO_IKj3K3ZD0a3O9v9giMcMCU/pub,2,5
UM Physics 235 Final Fall 12 Problem 14,4,https://docs.google.com/document/d/1XxRWNmm_IPCZsRB-2BIawi-Knsxu7R3ZtlyLFJcg8QY/pub,4,5
UM Physics 235 Final Fall 12 Problem 15,4,https://docs.google.com/document/d/1styrNr1vqYy3jkKtADlkpBjt6nbcuiAjqOYpvVdbuqA/pub,4,5
UM Physics 235 Final Fall 12 Problem 16,4,https://docs.google.com/document/d/1UkK4NDbejzFJ5KcWYHzjXKGSI272HDuRQNpV4F3N9V0/pub,2,5
UM Physics 235 Final Fall 12 Problem 17,4,https://docs.google.com/document/d/1lgh_rsnIecq5fJfM7B8giocmGBYbOA93EN0TbZARbLc/pub,3,5
UM Physics 235 Final Fall 12 Problem 18,4,https://docs.google.com/document/d/1QE4AsCM3WDnOxi2ZWi7LtJ7XAwNHWn-BhGIPmNB3nQk/pub,3,5
UM Physics 235 Final Fall 12 Problem 19,4,https://docs.google.com/document/d/1k08977Kvy2wsXyOdrPC0OsbEkaqpvlqDQBOS28gNweU/pub,3,5
UM Physics 235 Final Fall 12 Problem 20,4,https://docs.google.com/document/d/1_NQatFEuIOjOn1c1STIsTjlsA4N6OLdEP6ejTdVhn-I/pub,1,5
UM Physics 235 Final Fall 12 Problem 21,4,https://docs.google.com/document/d/1mVhJGjk6CXykuNT_8OMw3MQC2fw9m7oFjTwhZTHL7rk/pub,2,5
UM Physics 235 Final Fall 12 Problem 22,4,https://docs.google.com/document/d/1_6nq60LDEC6atNyqIUSw6jt8gr7Yuq361iTZHq-d33U/pub,5,5
UM Physics 235 Final Fall 12 Problem 23,4,https://docs.google.com/document/d/1ohtJXXUJpthFdg9ZIi2JDsM0IC4QnXN5wAKGNiugH8w/pub,4,5
UM Physics 235 Final Fall 12 Problem 24,4,https://docs.google.com/document/d/1C2VsjVhvF-ykd8mJDukCLcyP7cFdM55T1mdKZw72m-A/pub,1,5
UM Physics 235 Final Fall 12 Problem 25,4,https://docs.google.com/document/d/1ZX4xmpUFJUCdBviLvXOnsLUt3JNC55VY9zSmS4i-z3Y/pub,5,5
UM Physics 235 Final Winter 12 Problem 01,4,https://docs.google.com/document/d/1WxFgDfSNOpY5IeHw9bVIvYyYaVF8cajONtqtDZMe3D8/pub,2,5
UM Physics 235 Final Winter 12 Problem 02,4,https://docs.google.com/document/d/1iDJ6RP5niRXZTXgsGHByis5xK00SMAw0NLvLYr_7eYA/pub,3,5
UM Physics 235 Final Winter 12 Problem 03,4,https://docs.google.com/document/d/1IaOhf5pSOJLbbMPYcd3Oylkp7ptFX78gkujEDH_LnyI/pub,1,5
UM Physics 235 Final Winter 12 Problem 04,4,https://docs.google.com/document/d/10Qxuv6KM8fPA5NLcXGtCItWupdMt8e7uV1V82rqX1Wk/pub,3,5
UM Physics 235 Final Winter 12 Problem 05,4,https://docs.google.com/document/d/1e5UYeTRqtR-MQEB2ef8AQkaWv3wH_05tIleQ9WZz8-s/pub,4,5
UM Physics 235 Final Winter 12 Problem 06,4,https://docs.google.com/document/d/1Vbv_vbymzLd6WecoxUZ-T2mo051VCCukEPi-MDiHhnE/pub,4,5
UM Physics 235 Final Winter 12 Problem 07,4,https://docs.google.com/document/d/1wIV8BjyMeJqWkmsvudTVo3_pmYqHpCQcAXFtCnY13Bo/pub,2,5
UM Physics 235 Final Winter 12 Problem 08,4,https://docs.google.com/document/d/1F_NFAC5V6zXDPHDhal18kQMpTVTRUslQDVu54tU_Yi0/pub,4,5
UM Physics 235 Final Winter 12 Problem 09,4,https://docs.google.com/document/d/1ockFGiLCizVutZapSKa8qvFfe2cW9tS4tuVNcchJ8lk/pub,3,5
UM Physics 235 Final Winter 12 Problem 10,4,https://docs.google.com/document/d/1qXk3zrolFwZU_ED9HR03zI34ZjcGJVieWurWdhMlQq0/pub,1,5
UM Physics 235 Final Winter 12 Problem 11,4,https://docs.google.com/document/d/1p_k1sb1F3dnZtsL73PAhDEwBSu6EKblU09xLq-8Fuvk/pub,2,5
UM Physics 235 Final Winter 12 Problem 12,4,https://docs.google.com/document/d/1h0Vjx1w0Hl0bvVDuIfeHuwwOUU61TDLVcAS_BbQaMjM/pub,5,5
UM Physics 235 Final Winter 12 Problem 13,4,https://docs.google.com/document/d/1LGvveAReQFWcCY3eyjJs_Gg2zt5Laofkdcwso4ZG0xE/pub,5,5
UM Physics 235 Final Winter 12 Problem 14,4,https://docs.google.com/document/d/1W96zvsGB3XLS3U0nnEPp9VIzCwE6li2HY8Wjx3zoihI/pub,3,5
UM Physics 235 Final Winter 12 Problem 15,4,https://docs.google.com/document/d/1JRzNGwJvRHHmZhdrKiXWM7D84CIA_4JNsnk3-4zYgts/pub,5,5
UM Physics 235 Final Winter 12 Problem 16,4,https://docs.google.com/document/d/1FOle5BcXUGxDBlnSkVZmwoBDQJlCWFBycwvAqChawas/pub,2,5
UM Physics 235 Final Winter 12 Problem 17,4,https://docs.google.com/document/d/1OKK7Y_ra92x41XWT0rG8SrM-KPhsGPD_9SiZwKi8vww/pub,1,5
UM Physics 235 Final Winter 12 Problem 18,4,https://docs.google.com/document/d/1xOk7s-E7e9GRyQVP8Wu5YmvhVvHXPqoPV3d9IxVzFms/pub,3,5
UM Physics 235 Final Winter 12 Problem 19,4,https://docs.google.com/document/d/19UqWeHk7DjIo4HlOGdnKyShLSo-0KQEP4dH6gr7eBNc/pub,2,5
UM Physics 235 Final Winter 12 Problem 20,4,https://docs.google.com/document/d/1xTXIjmJ9-8s1rjTxUyLqoo-UxFQiYHdKzUOvvNqBVII/pub,5,5
UM Physics 235 Final Winter 12 Problem 21,4,https://docs.google.com/document/d/1WHLgi0v6LX6g9xUjGX8hFMGPbZLtHjnlC4B3ruyTLI0/pub,4,5
UM Physics 235 Final Winter 12 Problem 22,4,https://docs.google.com/document/d/1duQKVsJr45hastb0xoHCPfj3FgMyyPoZPIZcvz-mJhQ/pub,4,5
UM Physics 235 Final Winter 12 Problem 23,4,https://docs.google.com/document/d/1YPA7ocF_pHtLecqYOX3DtLN3ndyoMvziJVBqc3Gjr_M/pub,4,5
UM Physics 235 Final Winter 12 Problem 24,4,https://docs.google.com/document/d/1dFSsuFGniEgAVK4tXhLoEMCRemqhOOltFc-H6g_S3Q8/pub,3,5
UM Physics 235 Final Winter 12 Problem 25,4,https://docs.google.com/document/d/1AALWFP6EE7-DMDm3wLxQ5x3tw89rH1KorgTeMSK-ujU/pub,4,5
UM Physics 235 Final Winter 13 Problem 01,4,https://docs.google.com/document/d/10GN9mHW32CA7EZGBteKrjR261oCiOVhmCscKxwYpsC4/pub,4,5
UM Physics 235 Final Winter 13 Problem 02,4,https://docs.google.com/document/d/1rSNkJe2X0p6_N2pPzp-hbdeBlT3kWQfVvbb8EeH-sTk/pub,5,5
UM Physics 235 Final Winter 13 Problem 03,4,https://docs.google.com/document/d/1XCgORJIf2Ms6YH60Wg0BkSssy_3quVwXp4VG1J545RI/pub,5,5
UM Physics 235 Final Winter 13 Problem 04,4,https://docs.google.com/document/d/1cvKBY4zn2M40jDn_3ZTrj6OdmRBsfXIM193TKtic-bc/pub,1,5
UM Physics 235 Final Winter 13 Problem 05,4,https://docs.google.com/document/d/1Xk7sxSVdBbZ-_BXxzCZvcIGzAyxt38n-m2fZkYxoPGI/pub,3,5
UM Physics 235 Final Winter 13 Problem 06,4,https://docs.google.com/document/d/1JPyl1USmWMmtSWQDMo7522WMUJOCo-8Ooh2K_QEh5lg/pub,4,5
UM Physics 235 Final Winter 13 Problem 07,4,https://docs.google.com/document/d/1RllwqP8NLLPVJ7n3QyqylQdKW3QVLr840wUNJNjTDi4/pub,5,5
UM Physics 235 Final Winter 13 Problem 08,4,https://docs.google.com/document/d/19AUG3S6MketyEIVY4y66daBQCmZIiI5nhP3qNUiYpc0/pub,3,5
UM Physics 235 Final Winter 13 Problem 09,4,https://docs.google.com/document/d/1vSiTHj658I3FgI6X1dpx5Cy6-g4IUWX3bRcfG6nbFNI/pub,5,5
UM Physics 235 Final Winter 13 Problem 10,4,https://docs.google.com/document/d/1Vcgoa6mFgGIpfTn0j4SHgrjLDidVBBg92NeGxqoCN2Y/pub,3,5
UM Physics 235 Final Winter 13 Problem 11,4,https://docs.google.com/document/d/13TfOARkrfMU-D_F2wiPZf58vLjRlaTvWmqSmzpYLrkA/pub,3,5
UM Physics 235 Final Winter 13 Problem 12,4,https://docs.google.com/document/d/1PtMEfsaje7878QGskb9p6HL1V5B3mEkNa_804cJzieA/pub,2,5
UM Physics 235 Final Winter 13 Problem 13,4,https://docs.google.com/document/d/1WHGvMkvRHm65vhfTEmHe90Ok2L0wa5xeVK_2SDYUlgY/pub,1,5
UM Physics 235 Final Winter 13 Problem 14,4,https://docs.google.com/document/d/1Lkp54ItPnuVJos8OC1E3xbdMfDPzy4FygUVkDtNRndU/pub,4,5
UM Physics 235 Final Winter 13 Problem 15,4,https://docs.google.com/document/d/1cewXfiHnf8VqlxwDLvx3-o5PkPBGmX1a8J0Fn06Bcls/pub,4,5
UM Physics 235 Final Winter 13 Problem 16,4,https://docs.google.com/document/d/1bpHvwHiUrr-UyjPHSqc44F0hAlcXyw8J8vkBuskA7xo/pub,5,5
UM Physics 235 Final Winter 13 Problem 17,4,https://docs.google.com/document/d/1m-t8DYqpPr69_RulniEkLIsEwru9n-J3SYufwTOyHQ8/pub,2,5
UM Physics 235 Final Winter 13 Problem 18,4,https://docs.google.com/document/d/1zoGK6tVb5da105aSESi2VDgW2CRvBT2BLDtaBX-Pk1g/pub,1,5
UM Physics 235 Final Winter 13 Problem 19,4,https://docs.google.com/document/d/1XagL4UZIgzCqZfqjQ2IY64phK-LeowI4iCySlLV0H4U/pub,4,5
UM Physics 235 Final Winter 13 Problem 20,4,https://docs.google.com/document/d/19R0XpY_0Oxi9s-u7_gMEs-z1yzGOzY2YQ4MdhSKf5xs/pub,5,5
UM Physics 235 Final Winter 13 Problem 21,4,https://docs.google.com/document/d/110Sz8OXuMpN6O3KbToP7khbHzDVKp-c7D53yuYVNtB8/pub,3,5
UM Physics 235 Final Winter 13 Problem 22,4,https://docs.google.com/document/d/1K7YBSZq563H3QEg3ub5UtXCoAe9YehLo7hN7Hu-EY00/pub,1,5
UM Physics 235 Final Winter 13 Problem 23,4,https://docs.google.com/document/d/1fGTSuacgZnFgqWgUbGZQrKzaoiwpRA9KALyGNYzV6kI/pub,3,5
UM Physics 235 Final Winter 13 Problem 24,4,https://docs.google.com/document/d/1IzwtTo3VuJ2U1waObHaXyZU7GbURKhYCjJBbur2IVuk/pub,4,5
UM Physics 235 Final Winter 13 Problem 25,4,https://docs.google.com/document/d/1jbRFoELIC5K95twI6PenSIyascQMaElZhkevIOJUeRk/pub,1,5
