UM Physics 135 Midterm 1 Fall 12 Problem 01,1,https://docs.google.com/document/d/1LeGxtzK7NbTQB40YU_154Eht33HIBT6XmSDYUdyFKLU/pub,3,5
UM Physics 135 Midterm 3 Winter 12 Problem 12,3,https://docs.google.com/document/d/1ffUrXzNXRfbEBfwobdC3DDn6duYPl2qaAUYULCXcujU/pub,5,5
UM Physics 135 Midterm 3 Winter 12 Problem 13,3,https://docs.google.com/document/d/1jWcFEtOKWJQhVgIkq-GTt0nQVEybs1dlY0QTV3rkZeQ/pub,1,5
UM Physics 135 Midterm 3 Winter 12 Problem 14,3,https://docs.google.com/document/d/1mWCeMxwksl1gmiD5H3Xj8izhg21hiE6MXUzO3Xc8yks/pub,2,5
UM Physics 135 Midterm 3 Winter 12 Problem 15,3,https://docs.google.com/document/d/1Wdi5MK1VfzymL83hixnQrN8XurmPXDTY0ZwMvw9wbOI/pub,1,5
UM Physics 135 Midterm 3 Winter 12 Problem 16,3,https://docs.google.com/document/d/1N7wuOLwTxYnt8LZ31j7DthNINu-Gd3BSjz1XIA9G-k0/pub,5,5
UM Physics 135 Midterm 3 Winter 12 Problem 17,3,https://docs.google.com/document/d/1wlHtWVYTD_YOfpaF6VhWFzcAaH5eS6sq0EgwaxsQ4zA/pub,4,5
UM Physics 135 Midterm 3 Winter 12 Problem 18,3,https://docs.google.com/document/d/119hdvpc2pCMMoj1L2JK6e587lF6LEPSVGn1S9SBl38Y/pub,3,5
UM Physics 135 Midterm 3 Winter 12 Problem 19,3,https://docs.google.com/document/d/1htcBaF8cNR951gJ9u2jru_viPut2nlIx2N_lkbEgzTQ/pub,4,5
UM Physics 135 Midterm 3 Winter 12 Problem 20,3,https://docs.google.com/document/d/1mx5e5CpOMS9x76C3IUsR7xNceWvxm6iUQSuSQ9MdkrA/pub,5,5
UM Physics 135 Midterm 3 Winter 13 Problem 01,3,https://docs.google.com/document/d/1bGYDc2ZSVXbcUE28KLkGff134BVigyyJCDwl0AaR_3Y/pub,5,5
UM Physics 135 Midterm 3 Winter 13 Problem 02,3,https://docs.google.com/document/d/1OkXPczM68Ky3PZCbVt7RCjoCUI_E6ywBUthziL_ZOZo/pub,5,5
UM Physics 135 Midterm 3 Winter 13 Problem 03,3,https://docs.google.com/document/d/1W4OR3kAhhYxkal3VsinrlyQwcasjrAVnL32U3NBcJ4M/pub,3,5
UM Physics 135 Midterm 3 Winter 13 Problem 04,3,https://docs.google.com/document/d/1rA1vpf8N38HSI74BAJA_rSZIkLeq059Fbu_wZG8TTzU/pub,4,5
UM Physics 135 Midterm 3 Winter 13 Problem 05,3,https://docs.google.com/document/d/1n5ZUViHtGGdv4DU9HmUjmJCyRZE0BOUrxx95yZWuF3U/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 06,3,https://docs.google.com/document/d/1AHpIbK9UorAfGNouAaJLph96z6cVAbplBH_nxuprOJE/pub,5,5
UM Physics 135 Midterm 3 Winter 13 Problem 07,3,https://docs.google.com/document/d/1gbcUUF02ts__xVXqOh1tfFRj9IPFcIsVMQG9rwmE8hI/pub,4,5
UM Physics 135 Midterm 3 Winter 13 Problem 08,3,https://docs.google.com/document/d/12hgQWWGge_JM-2zWqVkOuzaz8GMSJFUTD5uJDriaw84/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 09,3,https://docs.google.com/document/d/1n1DhWIU1O6JWEQyy_95JU2Q_9wL9fViehQ82NhAdFAg/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 10,3,https://docs.google.com/document/d/1dBGrGryN-PQfi59wU014IiL21B5bTVJQK-iGH6gw2MI/pub,3,5
UM Physics 135 Midterm 3 Winter 13 Problem 11,3,https://docs.google.com/document/d/1SHJTArhQzZ6Y__5FW7YCHLqBDeNRZncvWsA085pIzW4/pub,1,5
UM Physics 135 Midterm 3 Winter 13 Problem 12,3,https://docs.google.com/document/d/1xpEIstSI1ipovSSBR9DxjpPnBCl4wTNWCy-XB10qD0Q/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 13,3,https://docs.google.com/document/d/1BirgZiHIp8OdCulQ5VUseAaA-DiEJS_LuBuF1-sVK7A/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 14,3,https://docs.google.com/document/d/1GLlb9xp-53v7zdfshbwCOezE0F2uI5s2xigq7Trg3O0/pub,5,5
UM Physics 135 Midterm 3 Winter 13 Problem 15,3,https://docs.google.com/document/d/174Z31n0k67qrvIOmg2qGXfw-X7wGHRKzUZvqgxH9AvU/pub,1,5
UM Physics 135 Midterm 3 Winter 13 Problem 16,3,https://docs.google.com/document/d/1VYtrC5mPnal79bu4aLAj8l_Ql3pPS_OjX2VnXXBVT0M/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 17,3,https://docs.google.com/document/d/12W4RPWe5EuE9Sz7SUK60DOMSZuOttJqSXSc12E1Z6Ag/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 18,3,https://docs.google.com/document/d/1KYKXrCYEFq9J7xmIrfmYH4Y6KW8uHw9VLjSQP8_ONK8/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 19,3,https://docs.google.com/document/d/1z3ofMBXzprlsdwT2RVzxUPzhc6Z5oH-Sf6hyJ2Oy_vM/pub,2,5
UM Physics 135 Midterm 3 Winter 13 Problem 20,3,https://docs.google.com/document/d/170EUYiAi4UKj1Ig1en66lxEpLPmsuEps09OrZwkKUnc/pub,4,5
UM Physics 135 Final Fall 12 Problem 01,4,https://docs.google.com/document/d/1CyD1zfHAEVTIvEfxWviYEcFCeROTz0E5a_L3fsm_B6I/pub,4,5
UM Physics 135 Final Fall 12 Problem 02,4,https://docs.google.com/document/d/19WMeUqkwPuCxSErAhidgFklXI2fTLTHY7HyHS-ZxyHo/pub,3,5
UM Physics 135 Final Fall 12 Problem 03,4,https://docs.google.com/document/d/1mXIoC0QKIaItxUvGx4My7_uobpcsIXkkNoC49hslBZo/pub,2,5
UM Physics 135 Final Fall 12 Problem 04,4,https://docs.google.com/document/d/11fSHFz1USV_KZWUUSxm8SzxZ_HH37NnFxI9uO1lJpY0/pub,4,5
UM Physics 135 Final Fall 12 Problem 05,4,https://docs.google.com/document/d/1zeq-5atCwfP_w3rrUkl3sahzciSD76W_VYlxkgcfSEQ/pub,2,5
UM Physics 135 Final Fall 12 Problem 06,4,https://docs.google.com/document/d/10jxcQUlbuPI1WzWEqrI6wQoV7aElLcEcQaHKzdSlUqI/pub,1,5
UM Physics 135 Final Fall 12 Problem 07,4,https://docs.google.com/document/d/1u6fuHoZoQw12anLg9jt7FsfFsTq9eoyePgcz7VnWHYM/pub,5,5
UM Physics 135 Final Fall 12 Problem 08,4,https://docs.google.com/document/d/16YNT9zk0UQq2Z82v3_dPACtl0CFVHg5mlYamDN67Xu8/pub,3,5
UM Physics 135 Final Fall 12 Problem 09,4,https://docs.google.com/document/d/1w80bNgAC-RzXuCqfD5BlxfVwoJRuXV1hhFviAekOhR8/pub,5,5
UM Physics 135 Final Fall 12 Problem 10,4,https://docs.google.com/document/d/1QIe7877S_-qT1aIosHko98WKJjyS8pcJWai_XxZwQE4/pub,4,5
UM Physics 135 Final Fall 12 Problem 11,4,https://docs.google.com/document/d/1-nr--_lRQAdnUWT1e0zYU4V2thz9WJPtLAwYrq3C43Q/pub,4,5
UM Physics 135 Final Fall 12 Problem 12,4,https://docs.google.com/document/d/1EfZXr8JFQ940CrTAtab39DUXVqMl2BNf6dEhfqR78Zs/pub,2,5
UM Physics 135 Final Fall 12 Problem 13,4,https://docs.google.com/document/d/13IaUE7B5jRiRqr9NA3hqOXU7zh5RDYlNKeZHuZpe534/pub,2,5
UM Physics 135 Final Fall 12 Problem 14,4,https://docs.google.com/document/d/1__j42UjiwpFCw8EWT--r66WEDDcmmJY9J3DbbMc9GVw/pub,4,5
UM Physics 135 Final Fall 12 Problem 15,4,https://docs.google.com/document/d/1Cidoq67Fj2uo_AaLwB6W7BPyeH381k0z0jokDlxyF2Q/pub,2,5
UM Physics 135 Final Fall 12 Problem 16,4,https://docs.google.com/document/d/1ZvzgK7sdTfQqy5D22yuF4JmqsfNmYFW2SSszRPb7Iac/pub,4,5
UM Physics 135 Final Fall 12 Problem 17,4,https://docs.google.com/document/d/1bN8egnw9L-M_ufS0qc4h7w7vp_d1BPt6Q13sx4pomZw/pub,3,5
UM Physics 135 Final Fall 12 Problem 18,4,https://docs.google.com/document/d/1_sL1hJTGXlZyDp2fXCA5LJOaDnqI9Xeb85gLuEkTJOg/pub,4,5
UM Physics 135 Final Fall 12 Problem 19,4,https://docs.google.com/document/d/1QqwyxWd5G-ISBtzaBlTKZtREnQ_80ATpmwRIyCDk7B8/pub,5,5
UM Physics 135 Final Fall 12 Problem 20,4,https://docs.google.com/document/d/137P6eMqsyWD1s8BwLauuSgGngldq5Q7q0IUZ4QVd2-M/pub,5,5
UM Physics 135 Final Fall 12 Problem 21,4,https://docs.google.com/document/d/1NsVhqVjF1c1kdPx5zN15F03YgACcfA9OptNWIWC4WBw/pub,4,5
UM Physics 135 Final Fall 12 Problem 22,4,https://docs.google.com/document/d/1ic9b1V_92rXYtIuxPA3mKMbmn6-1WCm-AZXqgQWk_-I/pub,5,5
UM Physics 135 Final Fall 12 Problem 23,4,https://docs.google.com/document/d/1PT76Eb2ianZvc6m_C6HccVPHgaq3IdoCpue4-CeINPk/pub,5,5
UM Physics 135 Final Fall 12 Problem 24,4,https://docs.google.com/document/d/1MPapuL6H6vMvyjtRr_PXTKr4Pkh1nSYRRVNiK_f5DSU/pub,4,5
UM Physics 135 Final Fall 12 Problem 25,4,https://docs.google.com/document/d/1QNhZbiOYUukJzRFVzMzklbuvlgs-y2vbwk1pNkMMB-0/pub,5,5
UM Physics 135 Final Winter 12 Problem 01,4,https://docs.google.com/document/d/1_9WsRNljJgLlhuAIDPBNnGl_3jNaIRb7TJKR3VBZ5Q0/pub,4,5
UM Physics 135 Final Winter 12 Problem 02,4,https://docs.google.com/document/d/1IiUaNtWQavHyjq-tALIMjJpuLLf1hx4CmzVSTusEyKw/pub,1,5
UM Physics 135 Final Winter 12 Problem 03,4,https://docs.google.com/document/d/1QSOzYKPgDhDtYpwrDJD_ekptoiXBVYDXD9cq_3DV00o/pub,3,5
UM Physics 135 Final Winter 12 Problem 04,4,https://docs.google.com/document/d/1-lvSwM1kMtVG_u73i8Res488C6FwiZbPXtoCkSsXAR4/pub,3,5
UM Physics 135 Final Winter 12 Problem 05,4,https://docs.google.com/document/d/1yFaR6vgEDdz8HitwP1oPOOpnwl8ce04aZtKra1t1TEo/pub,4,5
UM Physics 135 Final Winter 12 Problem 06,4,https://docs.google.com/document/d/1LTTtPOy69uCJf_aBeeF-E_Umq6shdFZq5MJgRA15Cus/pub,1,5
UM Physics 135 Final Winter 12 Problem 07,4,https://docs.google.com/document/d/1amZCYUKsh6l_2LAefMhEckv3ORevuLfeUBhwbdFveRQ/pub,3,5
UM Physics 135 Final Winter 12 Problem 08,4,https://docs.google.com/document/d/13tUVr6voREvrlGXiORNl6khBrUMKxaNdVCtJzLygkb8/pub,2,5
UM Physics 135 Final Winter 12 Problem 09,4,https://docs.google.com/document/d/1HESoH3FRVVYmIPkNzbpLshqlHLW5UC2ukaTOqLMRIRs/pub,5,5
UM Physics 135 Final Winter 12 Problem 10,4,https://docs.google.com/document/d/1v6-1_RG-mlY-b-ugsNL_t1QMV_Du8TocF0aXZTqtxJk/pub,4,5
UM Physics 135 Final Winter 12 Problem 11,4,https://docs.google.com/document/d/1S1x7XTSERjX0UokXliqcsdW_DRO9ZdOLPE5C_fkWz_I/pub,2,5
UM Physics 135 Final Winter 12 Problem 12,4,https://docs.google.com/document/d/1H3AaBAfmrBi35-2SM-rnwlu_CD31nm3t6bG1_iVMykw/pub,4,5
UM Physics 135 Final Winter 12 Problem 13,4,https://docs.google.com/document/d/1UCqbqj0XGTY6rXDMC8fQt80bhS5tcRxIdjmJfQSEmnk/pub,1,5
UM Physics 135 Final Winter 12 Problem 14,4,https://docs.google.com/document/d/1OpMuKroF9fQ4yq4khhT7DY_Vz633jLINC7W_KUgD-RI/pub,2,5
UM Physics 135 Final Winter 12 Problem 15,4,https://docs.google.com/document/d/1454aQPv7aWDYDWgrGp374VPvpMicIuA4eorxLoTcDWw/pub,4,5
UM Physics 135 Final Winter 12 Problem 16,4,https://docs.google.com/document/d/13CWeJvX1HQnjAY-iEHWZB3JMLebvOQG9iiQjPZc0KrE/pub,3,5
UM Physics 135 Final Winter 12 Problem 17,4,https://docs.google.com/document/d/1ycEWMspjBdM84wlcCrQ021N3hq9RNS52eB6aBbgVIBQ/pub,4,5
UM Physics 135 Final Winter 12 Problem 18,4,https://docs.google.com/document/d/1veZl6yxjPiVEB2va-lcmJFLl_jqD77r4ydsJmou2XDA/pub,2,5
UM Physics 135 Final Winter 12 Problem 19,4,https://docs.google.com/document/d/1LfdOQf-NPfO9IflD0yckt099oScnFrqmbSRkCTBNWn0/pub,2,5
UM Physics 135 Final Winter 12 Problem 20,4,https://docs.google.com/document/d/1bO3yaIYOClci9dcDCvmdj5mq0TjARXnrfkTM1DDYRZM/pub,3,5
UM Physics 135 Final Winter 12 Problem 21,4,https://docs.google.com/document/d/1ePUmli1Prp-nn30P-LgV5j1Gunwlj8q9vyaG9tjJU-Y/pub,5,5
UM Physics 135 Final Winter 12 Problem 22,4,https://docs.google.com/document/d/1RkSW0O6GPmFQbMNFkSibyRCU9lrAWWSPmEHkq87Vzxw/pub,2,5
UM Physics 135 Final Winter 12 Problem 23,4,https://docs.google.com/document/d/1f1gMnoYFQKuzno8CL-P-1w9IJ2JqX7QR1IkroG9I7kE/pub,2,5
UM Physics 135 Final Winter 12 Problem 24,4,https://docs.google.com/document/d/1WsKXxWfmSdMxPPzSqHSN8qTzrDLxSrU8iER5cH3JtFI/pub,4,5
UM Physics 135 Final Winter 12 Problem 25,4,https://docs.google.com/document/d/1kiWJ7EN-qTTGS4fQailQOmVh_l66ITpYGA0eYubJr3c/pub,3,5
UM Physics 135 Final Winter 13 Problem 01,4,https://docs.google.com/document/d/1iuRB3MFgwp9sxdKDHQFHMhoxKDeE_ekJyvtMg_n5LRA/pub,5,5
UM Physics 135 Final Winter 13 Problem 02,4,https://docs.google.com/document/d/1AuoHZMUnOroI23Xlo1pamwmVh5M0V21z6LUukqjbWjQ/pub,5,5
UM Physics 135 Final Winter 13 Problem 03,4,https://docs.google.com/document/d/1JV27o-4UYIYcyZBcI0b6T5h1tWkZ1dEzn0qdfSOQoLg/pub,3,5
UM Physics 135 Final Winter 13 Problem 04,4,https://docs.google.com/document/d/1yH5LcJwGsoDKy-H3mjQ9DLwUcG7j0b3_iy2JXgF_fAY/pub,4,5
UM Physics 135 Final Winter 13 Problem 05,4,https://docs.google.com/document/d/1uAQbdmHsOqQgOe09u0ghQNHFZo7yY-wpaypki8z3jls/pub,2,5
UM Physics 135 Final Winter 13 Problem 06,4,https://docs.google.com/document/d/11WQJpddeX3FpnQACJdJpQGjAg7zBO3Ev-uzyXOemr7U/pub,5,5
UM Physics 135 Final Winter 13 Problem 07,4,https://docs.google.com/document/d/14rD2MVncxGrdtJYetSEyselcftjDf2Jporkn1vXQt34/pub,4,5
UM Physics 135 Final Winter 13 Problem 08,4,https://docs.google.com/document/d/1IV1Xi8UeC_3jOBeqX1DYRrYr9-0mmS8w9-fcecV6jr0/pub,2,5
UM Physics 135 Final Winter 13 Problem 09,4,https://docs.google.com/document/d/1bbxvHlSMVTX_qLR3bYCANwt6DqXx4gP0PLOReBKjI78/pub,2,5
UM Physics 135 Final Winter 13 Problem 10,4,https://docs.google.com/document/d/1muDo30FnIUy1adpMa0XU2LrLJal9XLhO1Ouhb8GDn4k/pub,3,5
UM Physics 135 Final Winter 13 Problem 11,4,https://docs.google.com/document/d/1dl1FjHdtZ_fOTcuV-fdMTM6YUlSJbaqqXtQcQCfNaEw/pub,1,5
UM Physics 135 Final Winter 13 Problem 12,4,https://docs.google.com/document/d/1scsxK_UbifmH6NZNXSd4dbQ-82fQ0e8_n_sKvLKptcQ/pub,2,5
UM Physics 135 Final Winter 13 Problem 13,4,https://docs.google.com/document/d/1fLDASYWvy4O0IyVE-SMf6aCAgnojUGzTb-zQyL_zdqw/pub,2,5
UM Physics 135 Final Winter 13 Problem 14,4,https://docs.google.com/document/d/1FAGvmxD3nZlXLkv2XUed-6ghVpo-Sn0EubYnHjg-D-U/pub,5,5
UM Physics 135 Final Winter 13 Problem 15,4,https://docs.google.com/document/d/1jXQXDJiseI95f1elIhl9bmHi86LWavE6qBdoloUDKOI/pub,1,5
UM Physics 135 Final Winter 13 Problem 16,4,https://docs.google.com/document/d/1S38En23V9HfXcZ-57A5rM8IM1BOK-WOlpjqkpcW8cBc/pub,2,5
UM Physics 135 Final Winter 13 Problem 17,4,https://docs.google.com/document/d/14LFFtt583DHo4qPv4_rmpb9BLjfl7EsiVWRzscz17L0/pub,2,5
UM Physics 135 Final Winter 13 Problem 18,4,https://docs.google.com/document/d/1vvEuIHMod16s3O8YH0w6LpyMam8p8uq92HGv5u51B5M/pub,2,5
UM Physics 135 Final Winter 13 Problem 19,4,https://docs.google.com/document/d/1H-7T2WiBvCD0mhniEQcPJ4tkNQ9jvC4aQ-15yrmRGTI/pub,2,5
UM Physics 135 Final Winter 13 Problem 20,4,https://docs.google.com/document/d/12ZZuSTbHfzNnnLFu6MZFUFr5qP9EVUQWGaJoRluaAD8/pub,5,5
UM Physics 135 Final Winter 13 Problem 21,4,https://docs.google.com/document/d/1vZsW-ZVkqvlb2azLz_Kv6OPCUY6uSNXpS8lBDtW-MFE/pub,4,5
UM Physics 135 Final Winter 13 Problem 22,4,https://docs.google.com/document/d/1fa9yL9Rr8Qe5AwHq-a53SuBShnufBvGaF0hSlvu0lhY/pub,5,5
